Mim-osa00    0.136646   0.0467819           0  -0.00609255  0.00637968  0.00148454
Mim-osa01    0.209814    0.139617          20  -0.00193678   0.0022453  -0.00473271
Mim-osa02           0           0          40           0           0           0
CLi-CPix   -0.125942    -2.93021     80.2357  1.14312e-05      3.1424  -0.0126538
Mim-osa03    0.924386    -0.29034          88   0.0295153  -0.0116512   0.0026179
Mim-osa04     1.01847   -0.628881         108  -0.0279398   0.0147534  0.00205506
Mim-osa05     1.11446   -0.380454         128  -0.0350121   0.0173934  -0.000782931
