DetectorID  DetectorType  nPixelsX  nPixelsY  PitchX  PitchY  X          Y          Z          Rx         Ry         Rz         tOffset
Mim-osa00   Timepix1      1152      576       18.4    18.4    0.2406   0.0293909   0   0.00681622   0.0047104   0.00162351   0
Mim-osa01   Timepix1      1152      576       18.4    18.4    0.261326   0.130254   20   -0.00874111   0.01909   -0.0045676   0
Mim-osa02   Timepix1      1152      576       18.4    18.4    0   0   40   0   0   0   0
Mim-osa03   Timepix1      1152      576       18.4    18.4    1.02222   -0.235478   88   0.0344608   -0.0328961   0.00256196   0
Mim-osa04   Timepix1      1152      576       18.4    18.4    1.07676   -0.562707   108   -0.0402788   0.0343477   0.00199555   0
Mim-osa05   Timepix1      1152      576       18.4    18.4    1.13026   -0.302905   128   0.0433211   -0.0411207   -0.000841875   0
CLi-CPix   Timepix1      64        64        25      25      -0.108842   -2.83269   82.4879   -0.000314235   3.1418   -0.0109126   0
