DetectorID  DetectorType  nPixelsX  nPixelsY  PitchX  PitchY  X          Y          Z          Rx         Ry         Rz         tOffset
Mim-osa00   Timepix1      1152      576       18.4    18.4    0.242025   0.0660707   0   0.0141498   0.0106424   0.00123002   0
Mim-osa01   Timepix1      1152      576       18.4    18.4    0.2618   0.148753   20   -0.002486   0.0193356   -0.00475009   0
Mim-osa02   Timepix1      1152      576       18.4    18.4    0   0   40   0   0   0   0
Mim-osa03   Timepix1      1152      576       18.4    18.4    1.01637   -0.276398   88   0.0264149   -0.0434782   0.0028232   0
Mim-osa04   Timepix1      1152      576       18.4    18.4    1.06916   -0.621717   108   -0.0324468   0.0456458   0.00251258   0
Mim-osa05   Timepix1      1152      576       18.4    18.4    1.12162   -0.379973   128   -0.0361683   0.0484504   -0.000350488   0
CLi-CPix   Timepix1      64        64        25      25      -0.157549   -2.92186   78.6361   0.00051808   3.14158   -0.0103798   0
