DetectorID  DetectorType  nPixelsX  nPixelsY  PitchX  PitchY  X          Y          Z          Rx         Ry         Rz         tOffset       
Mim-osa00   Timepix1      1152      576       18.4    18.4    0.091516   0.058536   0.000000   -0.003598  0.005275   0.003016   0.0000000000  
Mim-osa01   Timepix1      1152      576       18.4    18.4    0.178781   0.147804   20.000000  -0.001239  -0.008365  -0.003942  0.0000000000  
Mim-osa02   Timepix1      1152      576       18.4    18.4    0.000000   0.000000   40.000000  0.000000   0.000000   0.000000   0.0000000000  
CLi-CPix    Timepix1      64        64        25      25      0.268251   -3.782700  159.585000 -0.013875  2.287440   0.009716   0.0000000000  
Mim-osa03   Timepix1      1152      576       18.4    18.4    0.039002   -1.007410  321.000000 -0.008864  -0.030705  0.003777   0.0000000000  
Mim-osa04   Timepix1      1152      576       18.4    18.4    0.022775   -1.316821  341.000000 -0.014153  -0.031214  0.002299   0.0000000000  
Mim-osa05   Timepix1      1152      576       18.4    18.4    0.005492   -1.039616  362.000000 -0.017471  -0.031446  -0.001588  0.0000000000  
