DetectorID  DetectorType  nPixelsX  nPixelsY  PitchX  PitchY  X          Y          Z          Rx         Ry         Rz         tOffset       
Mim-osa00   Timepix1      1152      576       18.4    18.4    0.091297   0.058447   0.000000   -0.010694  0.006876   0.003071   0.0000000000  
Mim-osa01   Timepix1      1152      576       18.4    18.4    0.178686   0.147784   20.000000  0.000209   -0.006393  -0.003937  0.0000000000  
Mim-osa02   Timepix1      1152      576       18.4    18.4    0.000000   0.000000   40.000000  0.000000   0.000000   0.000000   0.0000000000  
CLi-CPix    Timepix1      64        64        25      25      0.314469   -3.784910  149.934000 -0.010426  2.893620   0.000787   0.0000000000  
Mim-osa03   Timepix1      1152      576       18.4    18.4    0.038971   -1.007524  321.000000 -0.010558  -0.030347  0.003770   0.0000000000  
Mim-osa04   Timepix1      1152      576       18.4    18.4    0.022806   -1.316779  341.000000 -0.015178  -0.031027  0.002283   0.0000000000  
Mim-osa05   Timepix1      1152      576       18.4    18.4    0.005448   -1.039609  362.000000 -0.016068  -0.031141  -0.001512  0.0000000000  
