== masked pixel file for run 11043 ==
p 19 0
p 30 2
p 52 2
p 0 3
p 29 4
p 42 5
p 5 7
p 18 7
p 37 7
p 44 7
p 45 7
p 62 7
p 22 9
p 41 9
p 4 11
p 8 11
p 9 11
p 11 11
p 14 11
p 19 11
p 21 11
p 22 11
p 34 11
p 37 11
p 20 12
p 21 13
p 22 13
p 26 13
p 41 13
p 45 13
p 40 14
p 43 14
p 3 15
p 9 15
p 30 15
p 34 15
p 32 16
p 15 17
p 32 17
p 38 17
p 48 17
p 27 18
p 24 19
p 35 19
p 36 19
p 7 21
p 16 21
p 18 21
p 33 21
p 50 21
p 3 23
p 39 23
p 40 23
p 9 24
p 21 24
p 2 25
p 7 25
p 27 25
p 37 25
p 47 25
p 6 27
p 43 27
p 45 27
p 52 27
p 18 28
p 48 28
p 8 29
p 10 29
p 23 29
p 3 31
p 5 31
p 11 31
p 35 31
p 43 31
p 48 31
p 54 31
p 28 32
p 7 33
p 12 33
p 13 33
p 48 33
p 52 33
p 24 34
p 2 35
p 7 35
p 11 35
p 16 35
p 20 35
p 25 35
p 31 35
p 36 35
p 50 35
p 7 36
p 32 36
p 0 37
p 2 37
p 19 37
p 22 37
p 45 37
p 49 37
p 42 38
p 46 38
p 13 39
p 17 39
p 19 39
p 23 39
p 35 39
p 42 39
p 9 41
p 11 41
p 19 41
p 22 41
p 26 41
p 42 41
p 53 41
p 17 43
p 30 43
p 46 43
p 50 43
p 0 45
p 4 45
p 5 45
p 33 45
p 37 45
p 50 45
p 51 45
p 63 45
p 26 46
p 0 47
p 10 47
p 12 47
p 19 47
p 25 47
p 27 47
p 7 49
p 21 49
p 25 49
p 33 49
p 39 49
p 25 51
p 10 52
p 15 53
p 26 53
p 31 53
p 16 54
p 12 55
p 15 55
p 32 55
p 10 56
p 32 56
p 4 57
p 6 57
p 10 57
p 49 57
p 7 58
p 11 59
p 25 59
p 57 59
c 0 60
c 0 61
c 0 62
c 0 63
