== masked pixel file for run 10032 ==
p 1 0
p 45 0
p 17 1
p 20 1
p 21 1
p 32 1
p 49 1
p 62 1
p 38 3
p 48 3
p 5 5
p 37 5
p 57 5
p 17 6
p 4 7
p 5 7
p 19 7
p 28 7
p 39 7
p 40 7
p 54 8
p 61 8
p 13 9
p 17 9
p 37 9
p 40 9
p 54 9
p 6 10
p 1 11
p 15 11
p 39 11
p 40 11
p 58 11
p 26 12
p 42 13
p 47 13
p 49 13
p 41 14
p 16 15
p 8 17
p 46 17
p 23 19
p 40 19
p 53 19
p 32 21
p 41 21
p 51 21
p 48 22
p 47 23
p 61 23
p 33 25
p 45 25
p 59 25
p 8 27
p 10 27
p 22 27
p 40 27
p 48 27
p 7 28
p 39 28
p 43 28
p 11 29
p 51 29
p 46 30
p 62 30
p 3 31
p 22 31
p 61 31
p 60 32
p 12 33
p 34 33
p 41 33
p 45 33
p 2 34
p 16 34
p 58 34
p 61 34
p 36 35
p 42 35
p 2 36
p 8 37
p 16 37
p 22 37
p 30 37
p 40 37
p 41 37
p 31 38
p 49 38
p 1 39
p 25 39
p 26 39
p 31 40
p 1 41
p 2 41
p 16 41
p 38 41
p 2 43
p 47 43
p 16 44
p 9 45
p 28 45
p 46 45
p 17 46
p 20 46
p 31 46
p 0 47
p 16 47
p 26 47
p 30 49
p 43 49
p 59 49
p 39 50
p 2 51
p 17 51
p 40 51
p 53 51
p 29 53
p 44 53
p 48 55
p 55 55
p 62 56
p 63 56
p 13 57
p 18 57
p 32 58
p 0 59
p 39 59
p 41 59
c 0 60
c 0 61
c 0 62
c 0 63
