== masked pixel file for run 10677 ==
p 31 0
p 9 1
p 13 1
p 16 1
p 29 1
p 54 1
p 63 2
p 1 3
p 35 3
p 41 3
p 45 3
p 47 3
p 49 3
p 63 3
p 35 4
p 6 5
p 9 5
p 13 5
p 22 5
p 51 5
p 58 5
p 27 6
p 43 6
p 7 7
p 8 7
p 17 7
p 48 7
p 49 7
p 63 7
p 55 8
p 0 9
p 11 9
p 12 9
p 18 9
p 29 9
p 48 9
p 59 9
p 11 10
p 31 11
p 32 11
p 42 11
p 54 11
p 24 12
p 6 13
p 16 13
p 17 13
p 28 13
p 35 13
p 51 13
p 59 13
p 61 13
p 6 14
p 23 14
p 45 14
p 1 15
p 3 15
p 19 15
p 20 15
p 24 15
p 63 15
p 53 16
p 3 17
p 49 19
p 51 19
p 54 19
p 57 19
p 58 19
p 61 19
p 6 21
p 47 21
p 56 21
p 59 21
p 12 22
p 13 22
p 51 22
p 0 23
p 2 23
p 31 23
p 36 23
p 49 23
p 51 23
p 60 23
p 62 23
p 22 24
p 36 24
p 16 25
p 24 25
p 27 25
p 40 25
p 52 25
p 58 25
p 59 25
p 15 27
p 28 27
p 30 27
p 56 27
p 59 27
p 63 27
p 1 29
p 4 29
p 18 29
p 21 29
p 28 29
p 35 29
p 49 29
p 56 30
p 2 31
p 6 31
p 16 31
p 24 31
p 30 31
p 35 31
p 41 31
p 51 31
p 53 31
p 54 31
p 55 31
p 55 32
p 19 33
p 49 33
p 25 34
p 48 34
p 18 35
p 20 35
p 21 35
p 42 35
p 52 35
p 56 35
p 4 36
p 42 36
p 59 36
p 2 37
p 12 37
p 13 38
p 4 39
p 10 39
p 25 39
p 42 39
p 30 40
p 43 40
p 8 41
p 13 41
p 31 41
p 53 41
p 60 41
p 0 42
p 2 43
p 9 43
p 11 43
p 18 43
p 19 43
p 30 43
p 39 43
p 43 43
p 54 43
p 16 45
p 20 45
p 37 45
p 45 45
p 54 45
p 60 45
p 7 46
p 33 46
p 8 47
p 15 47
p 17 47
p 26 47
p 29 47
p 57 47
p 61 47
p 17 48
p 25 48
p 48 48
p 1 49
p 11 49
p 20 49
p 30 49
p 23 50
p 19 51
p 40 51
p 41 51
p 60 52
p 34 53
p 35 53
p 41 53
p 45 53
p 46 53
p 51 53
p 61 54
p 0 55
p 29 55
p 4 57
p 6 57
p 36 57
p 45 57
p 48 57
p 52 57
p 5 58
p 2 59
p 9 59
c 0 60
c 0 61
c 0 62
c 0 63
