== masked pixel file for run 10894 ==
p 2 1
p 21 1
p 24 1
p 40 1
p 47 1
p 34 3
p 37 4
p 15 5
p 54 5
p 7 7
p 7 9
p 20 9
p 34 9
p 47 9
p 0 11
p 4 11
p 13 11
p 14 11
p 36 11
p 39 11
p 57 11
p 63 11
p 2 13
p 26 13
p 51 13
p 14 15
p 21 15
p 22 15
p 30 15
p 33 15
p 38 15
p 47 15
p 49 15
p 31 17
p 41 17
p 3 19
p 5 19
p 9 19
p 31 19
p 44 19
p 0 21
p 17 21
p 26 21
p 51 21
p 53 21
p 3 23
p 43 23
p 49 23
p 52 23
p 1 25
p 4 25
p 22 25
p 63 25
p 26 26
p 14 27
p 43 27
p 50 27
p 5 29
p 18 29
p 52 29
p 7 31
p 29 31
p 30 31
p 32 31
p 35 31
p 36 31
p 39 31
p 46 31
p 10 33
p 12 33
p 15 33
p 19 33
p 25 33
p 26 33
p 52 33
p 3 35
p 9 35
p 52 35
p 61 35
p 1 37
p 2 37
p 3 37
p 22 37
p 31 37
p 40 37
p 1 39
p 19 39
p 22 39
p 23 39
p 45 39
p 5 41
p 11 41
p 51 41
p 62 41
p 11 43
p 33 43
p 54 43
p 5 45
p 7 45
p 19 45
p 37 45
p 63 45
p 7 46
p 0 47
p 8 47
p 11 47
p 16 47
p 19 47
p 22 47
p 27 47
p 13 48
p 15 49
p 51 49
p 58 49
p 13 51
p 16 51
p 27 51
p 57 51
p 59 51
p 17 53
p 18 53
p 36 53
p 45 53
p 19 55
p 40 55
p 42 55
p 43 55
p 56 55
p 19 57
p 28 57
p 34 57
p 44 57
p 53 57
p 19 59
p 22 59
p 40 59
p 47 59
p 51 59
c 0 60
c 0 61
c 0 62
c 0 63
