== masked pixel file for run 10320 ==
p 3 1
p 9 1
p 16 1
p 45 1
p 8 3
p 55 3
p 60 3
p 11 5
p 38 5
p 48 5
p 46 7
p 55 7
p 9 9
p 20 9
p 25 9
p 36 9
p 42 9
p 45 9
p 39 10
p 13 11
p 52 11
p 54 11
p 5 13
p 21 13
p 29 13
p 3 14
p 5 14
p 6 14
p 36 14
p 18 15
p 6 17
p 26 17
p 36 17
p 6 19
p 32 19
p 4 20
p 19 21
p 25 21
p 26 21
p 44 21
p 11 22
p 48 22
p 37 23
p 41 23
p 47 23
p 51 23
p 52 23
p 53 23
p 56 23
p 9 25
p 33 25
p 51 25
p 54 25
p 24 27
p 32 27
p 33 27
p 42 27
p 48 27
p 20 28
p 40 28
p 18 29
p 25 29
p 28 29
p 34 29
p 48 29
p 49 29
p 50 29
p 51 29
p 27 30
p 1 31
p 3 31
p 9 31
p 32 31
p 36 31
p 38 31
p 58 31
p 59 31
p 50 32
p 59 32
p 7 33
p 15 33
p 18 33
p 19 33
p 25 33
p 35 33
p 38 33
p 46 33
p 47 33
p 51 33
p 57 33
p 36 34
p 9 35
p 15 35
p 22 35
p 24 35
p 25 35
p 27 35
p 31 35
p 39 35
p 40 35
p 51 35
p 56 35
p 21 37
p 32 37
p 33 37
p 41 37
p 47 37
p 34 38
p 41 38
p 55 38
p 17 39
p 19 39
p 29 39
p 33 39
p 36 39
p 37 39
p 39 39
p 44 39
p 15 41
p 19 41
p 25 41
p 27 41
p 33 41
p 7 42
p 49 42
p 57 42
p 5 43
p 6 43
p 10 43
p 17 43
p 23 43
p 24 43
p 30 43
p 36 43
p 38 43
p 48 43
p 49 43
p 18 45
p 25 45
p 41 45
p 45 45
p 54 45
p 56 45
p 61 45
p 11 47
p 24 47
p 33 47
p 45 47
p 1 48
p 16 49
p 31 49
p 37 49
p 45 49
p 46 49
p 60 49
p 2 51
p 6 51
p 14 51
p 24 51
p 35 51
p 44 51
p 46 51
p 47 51
p 48 51
p 58 51
p 19 53
p 51 53
p 14 55
p 15 55
p 28 55
p 41 55
p 42 55
p 48 55
p 54 55
p 59 55
p 55 56
p 3 57
p 10 57
p 19 57
p 21 57
p 59 57
p 26 59
p 59 59
c 0 60
c 0 61
c 0 62
c 0 63
