Run	Alignment	DUT	THL	Angle

11263	11263		SET13	1020	0
11264	11263		SET13	1020	0
11265	11263		SET13	1020	0
11266	11263		SET13	1020	0
11267	11263		SET13	1020	0
11268	11263		SET13	1020	0
11269	11263		SET13	1020	0
11270	11263		SET13	1020	0
11271	11263		SET13	1020	0
11272	11263		SET13	1020	0

11645	11645		SET13	1020	5
11646	11645		SET13	1020	5
11647	11645		SET13	1020	5
11648	11645		SET13	1020	5
11649	11645		SET13	1020	5
11650	11645		SET13	1020	5
11651	11645		SET13	1020	5

11274	11274		SET13	1020	10
11275	11274		SET13	1020	10
11276	11274		SET13	1020	10
11277	11274		SET13	1020	10
11278	11274		SET13	1020	10
11279	11274		SET13	1020	10
11280	11274		SET13	1020	10
11281	11274		SET13	1020	10
11282	11274		SET13	1020	10
11283	11274		SET13	1020	10
11284	11274		SET13	1020	10
11285	11274		SET13	1020	10
11286	11274		SET13	1020	10

11549	11549		SET13	1020	15
11550	11549		SET13	1020	15
11551	11549		SET13	1020	15
11552	11549		SET13	1020	15
11553	11549		SET13	1020	15
11554	11549		SET13	1020	15
11555	11549		SET13	1020	15
11556	11549		SET13	1020	15
11557	11549		SET13	1020	15
11558	11549		SET13	1020	15
11559	11549		SET13	1020	15

11288	11288		SET13	1020	20
11289	11288		SET13	1020	20
11290	11288		SET13	1020	20
11291	11288		SET13	1020	20
11292	11288		SET13	1020	20
11293	11288		SET13	1020	20
11294	11288		SET13	1020	20
11295	11288		SET13	1020	20
11296	11288		SET13	1020	20
11297	11288		SET13	1020	20
11298	11288		SET13	1020	20
11299	11288		SET13	1020	20
11300	11288		SET13	1020	20
11301	11288		SET13	1020	20
11302	11288		SET13	1020	20
11303	11288		SET13	1020	20
11304	11288		SET13	1020	20

11561	11561		SET13	1020	25
11562	11561		SET13	1020	25
11563	11561		SET13	1020	25
11564	11561		SET13	1020	25
11565	11561		SET13	1020	25
11566	11561		SET13	1020	25
11567	11561		SET13	1020	25
11568	11561		SET13	1020	25
11569	11561		SET13	1020	25
11570	11561		SET13	1020	25
11571	11561		SET13	1020	25
11572	11561		SET13	1020	25

11380	11380		SET13	1020	30
11381	11380		SET13	1020	30
11382	11380		SET13	1020	30
11383	11380		SET13	1020	30
11384	11380		SET13	1020	30
11385	11380		SET13	1020	30
11386	11380		SET13	1020	30
11387	11380		SET13	1020	30
11388	11380		SET13	1020	30
11389	11380		SET13	1020	30

11574	11574		SET13	1020	35
11575	11574		SET13	1020	35
11576	11574		SET13	1020	35
11577	11574		SET13	1020	35
11578	11574		SET13	1020	35
11579	11574		SET13	1020	35
11580	11574		SET13	1020	35
11581	11574		SET13	1020	35
11582	11574		SET13	1020	35
11583	11574		SET13	1020	35
11584	11574		SET13	1020	35
11585	11574		SET13	1020	35
11586	11574		SET13	1020	35
11587	11574		SET13	1020	35
11588	11574		SET13	1020	35
11589	11574		SET13	1020	35

11393	11393		SET13	1020	40
11394	11393		SET13	1020	40
11395	11393		SET13	1020	40
11396	11393		SET13	1020	40
11397	11393		SET13	1020	40
11398	11393		SET13	1020	40
11399	11393		SET13	1020	40
11400	11393		SET13	1020	40
11401	11393		SET13	1020	40
11402	11393		SET13	1020	40
11403	11393		SET13	1020	40
11404	11393		SET13	1020	40
11405	11393		SET13	1020	40
11406	11393		SET13	1020	40
11407	11393		SET13	1020	40

11591	11591		SET13	1020	45
11592	11591		SET13	1020	45
11593	11591		SET13	1020	45
11594	11591		SET13	1020	45
11595	11591		SET13	1020	45
11596	11591		SET13	1020	45
11597	11591		SET13	1020	45
11598	11591		SET13	1020	45
11599	11591		SET13	1020	45
11600	11591		SET13	1020	45
11601	11591		SET13	1020	45
11602	11591		SET13	1020	45
11603	11591		SET13	1020	45
11604	11591		SET13	1020	45
11605	11591		SET13	1020	45

11408	11408		SET13	1020	50
11409	11408		SET13	1020	50
11410	11408		SET13	1020	50
11411	11408		SET13	1020	50
11412	11408		SET13	1020	50
11413	11408		SET13	1020	50
11414	11408		SET13	1020	50
11415	11408		SET13	1020	50
11416	11408		SET13	1020	50
11417	11408		SET13	1020	50
11418	11408		SET13	1020	50
11419	11408		SET13	1020	50
11420	11408		SET13	1020	50
11421	11408		SET13	1020	50
11422	11408		SET13	1020	50
11423	11408		SET13	1020	50

11607	11607		SET13	1020	55
11608	11607		SET13	1020	55
11609	11607		SET13	1020	55
11610	11607		SET13	1020	55
11611	11607		SET13	1020	55
11612	11607		SET13	1020	55
11613	11607		SET13	1020	55
11614	11607		SET13	1020	55
11615	11607		SET13	1020	55
11616	11607		SET13	1020	55
11617	11607		SET13	1020	55
11618	11607		SET13	1020	55
11619	11607		SET13	1020	55
11620	11607		SET13	1020	55
11621	11607		SET13	1020	55
11622	11607		SET13	1020	55
11623	11607		SET13	1020	55
11624	11607		SET13	1020	55

11425	11425		SET13	1020	60
11426	11425		SET13	1020	60
11427	11425		SET13	1020	60
11428	11425		SET13	1020	60
11429	11425		SET13	1020	60
11430	11425		SET13	1020	60
11431	11425		SET13	1020	60
11432	11425		SET13	1020	60
11433	11425		SET13	1020	60
11434	11425		SET13	1020	60
11435	11425		SET13	1020	60
11436	11425		SET13	1020	60
11437	11425		SET13	1020	60
11438	11425		SET13	1020	60
11439	11425		SET13	1020	60
11440	11425		SET13	1020	60
11441	11425		SET13	1020	60
11442	11425		SET13	1020	60
11443	11425		SET13	1020	60
11444	11425		SET13	1020	60

11653	11653		SET13	1020	65
11654	11653		SET13	1020	65
11655	11653		SET13	1020	65
11656	11653		SET13	1020	65
11657	11653		SET13	1020	65
11658	11653		SET13	1020	65
11659	11653		SET13	1020	65
11660	11653		SET13	1020	65
11661	11653		SET13	1020	65
11662	11653		SET13	1020	65
11663	11653		SET13	1020	65
11664	11653		SET13	1020	65
11665	11653		SET13	1020	65
11666	11653		SET13	1020	65
11667	11653		SET13	1020	65
11668	11653		SET13	1020	65
11669	11653		SET13	1020	65
11670	11653		SET13	1020	65
11671	11653		SET13	1020	65
11672	11653		SET13	1020	65
11673	11653		SET13	1020	65
11674	11653		SET13	1020	65
11675	11653		SET13	1020	65
11676	11653		SET13	1020	65
11677	11653		SET13	1020	65
11678	11653		SET13	1020	65
11679	11653		SET13	1020	65
11680	11653		SET13	1020	65
11681	11653		SET13	1020	65
11682	11653		SET13	1020	65
11683	11653		SET13	1020	65
11684	11653		SET13	1020	65
11685	11653		SET13	1020	65
11686	11653		SET13	1020	65
11687	11653		SET13	1020	65

11446	11446		SET13	1020	70
11447	11446		SET13	1020	70
11448	11446		SET13	1020	70
11449	11446		SET13	1020	70
11450	11446		SET13	1020	70
11451	11446		SET13	1020	70
11452	11446		SET13	1020	70
11453	11446		SET13	1020	70
11454	11446		SET13	1020	70
11455	11446		SET13	1020	70
11456	11446		SET13	1020	70
11457	11446		SET13	1020	70
11458	11446		SET13	1020	70
11459	11446		SET13	1020	70
11460	11446		SET13	1020	70
11461	11446		SET13	1020	70
11462	11446		SET13	1020	70
11463	11446		SET13	1020	70
11464	11446		SET13	1020	70
11465	11446		SET13	1020	70
11466	11446		SET13	1020	70
11467	11446		SET13	1020	70
11468	11446		SET13	1020	70
11469	11446		SET13	1020	70
11470	11446		SET13	1020	70
11471	11446		SET13	1020	70
11472	11446		SET13	1020	70
11473	11446		SET13	1020	70
11474	11446		SET13	1020	70
11475	11446		SET13	1020	70
11476	11446		SET13	1020	70
11477	11446		SET13	1020	70
11478	11446		SET13	1020	70
11479	11446		SET13	1020	70
11480	11446		SET13	1020	70

11482	11482		SET13	1020	75
11483	11482		SET13	1020	75
11484	11482		SET13	1020	75
11485	11482		SET13	1020	75
11486	11482		SET13	1020	75
11487	11482		SET13	1020	75
11488	11482		SET13	1020	75
11489	11482		SET13	1020	75
11490	11482		SET13	1020	75
11491	11482		SET13	1020	75
11492	11482		SET13	1020	75
11493	11482		SET13	1020	75
11494	11482		SET13	1020	75
11495	11482		SET13	1020	75
11496	11482		SET13	1020	75
11497	11482		SET13	1020	75
11498	11482		SET13	1020	75
11499	11482		SET13	1020	75
11500	11482		SET13	1020	75
11501	11482		SET13	1020	75
11502	11482		SET13	1020	75
11503	11482		SET13	1020	75
11504	11482		SET13	1020	75
11505	11482		SET13	1020	75
11506	11482		SET13	1020	75
11507	11482		SET13	1020	75
11508	11482		SET13	1020	75
11509	11482		SET13	1020	75
11510	11482		SET13	1020	75
11511	11482		SET13	1020	75
11512	11482		SET13	1020	75
11513	11482		SET13	1020	75
11514	11482		SET13	1020	75
11515	11482		SET13	1020	75
11516	11482		SET13	1020	75
11517	11482		SET13	1020	75
11518	11482		SET13	1020	75
11519	11482		SET13	1020	75
11520	11482		SET13	1020	75
11521	11482		SET13	1020	75
11522	11482		SET13	1020	75

11305	11305		SET13	1020	80
11306	11305		SET13	1020	80
11307	11305		SET13	1020	80
11308	11305		SET13	1020	80
11309	11305		SET13	1020	80
11310	11305		SET13	1020	80
11311	11305		SET13	1020	80
11312	11305		SET13	1020	80
11313	11305		SET13	1020	80
11314	11305		SET13	1020	80
11315	11305		SET13	1020	80
11316	11305		SET13	1020	80
11317	11305		SET13	1020	80
11318	11305		SET13	1020	80
11319	11305		SET13	1020	80
11320	11305		SET13	1020	80
11321	11305		SET13	1020	80
11322	11305		SET13	1020	80
11323	11305		SET13	1020	80
11324	11305		SET13	1020	80
11325	11305		SET13	1020	80
11326	11305		SET13	1020	80
11327	11305		SET13	1020	80
11328	11305		SET13	1020	80
11329	11305		SET13	1020	80
11330	11305		SET13	1020	80
11331	11305		SET13	1020	80
11332	11305		SET13	1020	80
11333	11305		SET13	1020	80
11334	11305		SET13	1020	80
11335	11305		SET13	1020	80
11336	11305		SET13	1020	80
11337	11305		SET13	1020	80
11338	11305		SET13	1020	80
11339	11305		SET13	1020	80
11340	11305		SET13	1020	80
11341	11305		SET13	1020	80
11342	11305		SET13	1020	80
11343	11305		SET13	1020	80
11344	11305		SET13	1020	80
11345	11305		SET13	1020	80
11346	11305		SET13	1020	80
11347	11305		SET13	1020	80
11348	11305		SET13	1020	80
11349	11305		SET13	1020	80
11350	11305		SET13	1020	80
11351	11305		SET13	1020	80
11352	11305		SET13	1020	80
11353	11305		SET13	1020	80
11354	11305		SET13	1020	80
11355	11305		SET13	1020	80
11356	11305		SET13	1020	80
11357	11305		SET13	1020	80
11358	11305		SET13	1020	80
11359	11305		SET13	1020	80
11360	11305		SET13	1020	80
11361	11305		SET13	1020	80
11362	11305		SET13	1020	80
11363	11305		SET13	1020	80
11364	11305		SET13	1020	80
